,xmin,ymin,xmax,ymax
4800,6000,6900,15600,16500
4801,9000,600,18600,10200
4802,4500,300,14100,9900
4803,3600,3600,13200,13200
4804,7500,1800,17100,11400
4805,8100,4800,17700,14400
4806,3600,900,13200,10500
4807,2400,2400,12000,12000
4808,2700,900,12300,10500
4809,1500,3300,11100,12900
4810,7500,7800,17100,17400
4811,900,5100,10500,14700
4812,1500,6300,11100,15900
4813,8400,2700,18000,12300
4814,8400,1200,18000,10800
4815,2700,1500,12300,11100
4816,300,5700,9900,15300
4817,1500,6000,11100,15600
4818,0,5400,9600,15000
4819,3300,2100,12900,11700
4820,6900,1800,16500,11400
4821,0,600,9600,10200
4822,8700,4200,18300,13800
4823,0,7500,9600,17100
4824,5100,2700,14700,12300
4825,2700,6000,12300,15600
4826,8400,3900,18000,13500
4827,600,2700,10200,12300
4828,3600,1800,13200,11400
4829,5400,4800,15000,14400
4830,2400,9600,12000,19200
4831,7200,6300,16800,15900
4832,8100,2400,17700,12000
4833,2700,2100,12300,11700
4834,9000,9000,18600,18600
4835,4800,8400,14400,18000
4836,8100,300,17700,9900
4837,5700,0,15300,9600
4838,8700,3600,18300,13200
4839,7200,8400,16800,18000
4840,900,7200,10500,16800
4841,3600,7800,13200,17400
4842,3900,7200,13500,16800
4843,5700,3000,15300,12600
4844,7500,900,17100,10500
4845,3900,900,13500,10500
4846,3000,5700,12600,15300
4847,4200,4200,13800,13800
4848,8700,5400,18300,15000
4849,9300,8100,18900,17700
4850,7500,300,17100,9900
4851,3900,2400,13500,12000
4852,3600,9300,13200,18900
4853,5100,300,14700,9900
4854,9600,1800,19200,11400
4855,1200,3900,10800,13500
4856,3300,9600,12900,19200
4857,8400,6000,18000,15600
4858,7800,1800,17400,11400
4859,9600,3600,19200,13200
4860,7500,5700,17100,15300
4861,7800,3600,17400,13200
4862,6000,7800,15600,17400
4863,2400,6300,12000,15900
4864,7800,6000,17400,15600
4865,3300,2100,12900,11700
4866,6000,8100,15600,17700
4867,3600,6000,13200,15600
4868,900,5400,10500,15000
4869,4800,8400,14400,18000
4870,8100,5400,17700,15000
4871,2700,2100,12300,11700
4872,4800,6300,14400,15900
4873,5700,6900,15300,16500
4874,1800,0,11400,9600
4875,900,8100,10500,17700
4876,6000,9000,15600,18600
4877,600,1200,10200,10800
4878,8400,8400,18000,18000
4879,600,6600,10200,16200
4880,5400,7500,15000,17100
4881,7800,900,17400,10500
4882,600,2400,10200,12000
4883,900,300,10500,9900
4884,2700,3000,12300,12600
4885,1200,3600,10800,13200
4886,4800,3300,14400,12900
4887,1500,6600,11100,16200
4888,6300,4500,15900,14100
4889,2400,5700,12000,15300
4890,5400,1800,15000,11400
4891,2100,1200,11700,10800
4892,8400,2100,18000,11700
4893,2400,1800,12000,11400
4894,2100,3600,11700,13200
4895,900,7500,10500,17100
4896,5100,9000,14700,18600
4897,0,6600,9600,16200
4898,6900,2100,16500,11700
4899,1500,2700,11100,12300
4900,8700,5700,18300,15300
4901,6900,5700,16500,15300
4902,8100,9300,17700,18900
4903,3600,5100,13200,14700
4904,1500,2700,11100,12300
4905,6900,3000,16500,12600
4906,3300,5100,12900,14700
4907,0,0,9600,9600
4908,8700,8700,18300,18300
4909,4200,9300,13800,18900
4910,4500,5700,14100,15300
4911,6000,1500,15600,11100
4912,7500,600,17100,10200
4913,9600,5700,19200,15300
4914,7200,6000,16800,15600
4915,7200,8700,16800,18300
4916,8700,8700,18300,18300
4917,300,300,9900,9900
4918,600,2700,10200,12300
4919,8100,6300,17700,15900
4920,9000,3900,18600,13500
4921,8700,8400,18300,18000
4922,6300,5100,15900,14700
4923,6300,6600,15900,16200
4924,8100,9000,17700,18600
4925,4800,3300,14400,12900
4926,6300,7500,15900,17100
4927,6000,2100,15600,11700
4928,2100,9000,11700,18600
4929,6900,8700,16500,18300
4930,4500,4800,14100,14400
4931,2400,3300,12000,12900
4932,8700,1200,18300,10800
4933,3900,4800,13500,14400
4934,3900,2100,13500,11700
4935,7200,300,16800,9900
4936,1800,300,11400,9900
4937,5100,6900,14700,16500
4938,600,4800,10200,14400
4939,9000,5100,18600,14700
4940,7200,3900,16800,13500
4941,4800,2700,14400,12300
4942,2100,3000,11700,12600
4943,4500,900,14100,10500
4944,3000,2700,12600,12300
4945,5700,4800,15300,14400
4946,5400,1200,15000,10800
4947,9600,7800,19200,17400
4948,9600,0,19200,9600
4949,4500,4500,14100,14100
4950,0,0,9600,9600
4951,6300,4200,15900,13800
4952,4200,5400,13800,15000
4953,3300,9000,12900,18600
4954,3300,1500,12900,11100
4955,9600,9600,19200,19200
4956,900,2400,10500,12000
4957,4800,6300,14400,15900
4958,3000,9000,12600,18600
4959,0,6600,9600,16200
4960,9600,4200,19200,13800
4961,3900,7800,13500,17400
4962,1800,5700,11400,15300
4963,8100,8700,17700,18300
4964,3300,7200,12900,16800
4965,7800,5100,17400,14700
4966,1800,6600,11400,16200
4967,6900,3300,16500,12900
4968,9300,300,18900,9900
4969,8100,7500,17700,17100
4970,7800,1800,17400,11400
4971,3900,4500,13500,14100
4972,2100,6900,11700,16500
4973,7200,5700,16800,15300
4974,900,8400,10500,18000
4975,7200,5100,16800,14700
4976,6900,2400,16500,12000
4977,8400,6600,18000,16200
4978,1200,4800,10800,14400
4979,7500,3000,17100,12600
4980,9000,1800,18600,11400
4981,3300,7200,12900,16800
4982,900,1200,10500,10800
4983,4500,1500,14100,11100
4984,4500,2400,14100,12000
4985,2400,1800,12000,11400
4986,7800,9600,17400,19200
4987,8100,6000,17700,15600
4988,8700,1500,18300,11100
4989,9000,5400,18600,15000
4990,9600,600,19200,10200
4991,4500,900,14100,10500
4992,3900,9000,13500,18600
4993,3300,3900,12900,13500
4994,6900,8100,16500,17700
4995,1800,3600,11400,13200
4996,6000,7500,15600,17100
4997,8400,2700,18000,12300
4998,3300,4800,12900,14400
4999,7800,5400,17400,15000
